location,wind,solar,battery,operational_emissions_total_g,embodied_emissions_initial_g,embodied_emissions_g,coverage_pct,total_battery_discharge_kwh,total_excess_renewable_kwh,total_grid_draw_kwh
houston,0,32000,0,3281358036.829412,13184000000,807107259.9658874,43.18336296066696,0.0,35945729.709345125,8596300.53840031
houston,12000,0,0,2566366731.306998,4188000000,251139192.29691616,56.059230619058134,0.0,12446560.322603235,6648194.598804233
houston,9000,40000,0,1523123139.461177,19621000000,1197315630.5184877,74.24016625025442,0.0,57569393.057864964,3897437.1640254287
houston,24000,0,0,1972416094.4316096,8376000000,497575357.33213544,66.40238426073357,0.0,31417998.57491257,5083285.764845281
houston,9000,20000,0,1602985164.8289862,11381000000,692878258.6829679,72.81943355561933,0.0,31235013.138341945,4112392.604266635
houston,9000,12000,0,1686310050.0613909,8085000000,491102552.899311,71.34326917112304,0.0,20838581.349380754,4335734.803918968
houston,6000,36000,0,1822057258.4600794,16926000000,1033720032.5264429,69.16102432407921,0.0,47802312.841137804,4665906.273599188
houston,15000,40000,0,1224812325.4076777,21715000000,1322731328.8924417,79.30450307098515,0.0,67254472.1438139,3131208.052144874
houston,15000,28000,0,1253994346.3013022,16771000000,1020069095.2600167,78.78831227750014,0.0,51402980.052418955,3209307.2045618067
houston,6000,32000,0,1836472716.7837234,15278000000,932832627.9225615,68.90181284885398,0.0,42531667.87870369,4705124.711369369
houston,9000,24000,0,1578582681.631068,13029000000,793765922.2765713,73.25175253265607,0.0,36479480.7393765,4046983.174058915
houston,27000,0,0,1885606317.067966,9423000000,561253400.8462086,67.90241874336485,0.0,36497548.47938344,4856332.043143386
houston,15000,0,0,2354472871.222584,5235000000,313849362.11520934,59.76125242303822,0.0,17112295.59939961,6088082.390742836
houston,15000,32000,0,1242267897.1624112,18419000000,1120956622.0810966,78.99493224290451,0.0,56681588.49033985,3178045.809794281
houston,15000,36000,0,1232746211.76266,20067000000,1221844026.684978,79.16355001417706,0.0,61965940.18986093,3152534.1091110697
houston,12000,8000,0,1566933149.586,7484000000,452919873.7935312,73.35504745331039,0.0,20449756.347589888,4031354.755547979
houston,9000,32000,0,1545243111.6977324,16325000000,995540923.7071428,73.84438639636474,0.0,47009552.744046256,3957318.261330159
houston,21000,0,0,2068714456.2279844,7329000000,439292076.41658086,64.73450867520857,0.0,26813406.4118501,5335633.678078997
